what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.datatools.modelbase.sql,1.0.1.v200812031125,org.eclipse.datatools.modelbase.sql,1301998736880
started,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.0.v200808140615,org.eclipse.datatools.sqltools.debugger.core,1301998736958
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1301998737051
started,bundle,org.eclipse.datatools.sqltools.routineeditor,1.0.0.v200807211830,org.eclipse.datatools.sqltools.routineeditor,1301998737051
opened,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200901151810,org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor,1301998737192
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200901151810,org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor,1301998737426
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1301998739661
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1301998740614
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1301998742505
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998744489
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998744489
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998744598
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998745973
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998747005
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998770630
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1301998770661
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998777067
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1301998777130
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1301998777411
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998778895
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998785474
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1301998791286
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1301998791302
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1301998791724
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1301998791739
