what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1300443601055
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1300443601180
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1300443601898
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1300443605523
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1300443605523
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300443612211
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300447314015
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300447385390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300447463155
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300447466421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300447469046
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300677205125
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300678077666
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300678084135
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300678088728
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090217-1800-e3x,org.eclipse.mylyn.resources.ui,1300678088884
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090217-1800-e3x,org.eclipse.mylyn.java.ui,1300678088947
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090217-1800-e3x,org.eclipse.mylyn.pde.ui,1300678088994
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090217-1800-e3x,org.eclipse.mylyn.ide.ant,1300678088994
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1300678089213
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090217-1800-e3x,org.eclipse.mylyn.pde.ui,1300678089853
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1300678089900
stopped,bundle,org.eclipse.pde.p2.ui,1.0.0.v20080604-2000,org.eclipse.pde.p2.ui,1300678089947
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1300678089947
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1300678089978
